date_local,PM25_mean_ugm3,PM25_median_ugm3,PM25_max_ugm3,AQI_mean
2020-11-01,17.17142857142857,18.3,23.1,64.85714285714286
2020-11-02,17.625,16.450000000000003,24.7,66.91666666666667
2020-11-03,31.557142857142857,35.3,40.6,94.28571428571429
2020-11-04,26.728571428571428,30.0,32.7,83.71428571428571
2020-11-05,15.521428571428572,16.05,23.8,61.785714285714285
2020-11-06,12.114285714285714,12.6,13.2,56.857142857142854
2020-11-07,4.8999999999999995,4.6,7.0,27.428571428571427
2020-11-08,7.258333333333333,6.9,12.1,39.25
2020-11-09,8.957142857142857,9.0,12.4,46.857142857142854
2020-11-10,11.528571428571428,11.9,15.6,54.0
2020-11-11,14.241666666666667,14.45,19.5,60.083333333333336
2020-11-12,18.900000000000002,20.7,26.2,69.42857142857143
2020-11-13,18.714285714285715,20.5,23.5,68.85714285714286
2020-11-14,15.924999999999999,16.5,22.7,63.166666666666664
2020-11-15,18.357142857142858,21.1,27.3,67.28571428571429
2020-11-16,10.328571428571427,10.0,13.8,51.714285714285715
2020-11-17,13.285714285714286,13.85,17.7,57.285714285714285
2020-11-18,7.783333333333334,7.5,12.5,40.0
2020-11-19,11.75,13.25,15.4,51.833333333333336
2020-11-20,18.441666666666666,20.3,29.0,68.16666666666667
2020-11-21,22.571428571428573,25.4,32.9,75.0
2020-11-22,23.52857142857143,24.2,36.4,75.85714285714286
2020-11-23,19.835714285714285,20.75,28.0,69.85714285714286
2020-11-24,17.514285714285712,19.3,20.2,66.0
2020-11-25,20.52857142857143,22.6,25.0,72.28571428571429
2020-11-26,16.791666666666668,16.799999999999997,27.0,63.166666666666664
2020-11-27,16.02857142857143,15.5,27.8,61.0
2020-11-28,11.971428571428572,11.8,18.5,55.57142857142857
2020-11-29,11.657142857142857,10.9,19.2,53.142857142857146
2020-11-30,15.299999999999999,16.2,21.4,60.857142857142854
2020-12-01,19.728571428571428,22.2,26.3,70.28571428571429
2020-12-02,18.69,20.65,31.0,65.9
2020-12-03,28.271428571428572,35.8,38.7,86.42857142857143
2020-12-04,14.84,15.7,19.8,61.6
2020-12-05,22.86428571428571,24.5,38.3,76.07142857142857
2020-12-06,27.171428571428574,30.8,38.7,85.14285714285714
2020-12-07,23.385714285714283,27.0,31.9,77.42857142857143
2020-12-08,9.566666666666666,8.9,16.4,46.083333333333336
2020-12-09,14.714285714285714,14.8,18.2,61.285714285714285
2020-12-10,16.014285714285712,16.4,20.3,64.0
2020-12-11,19.057142857142857,20.450000000000003,26.4,67.92857142857143
2020-12-12,20.8,22.3,33.7,70.14285714285714
2020-12-13,14.971428571428572,15.4,22.5,60.42857142857143
2020-12-14,7.166666666666667,7.3,11.1,38.833333333333336
2020-12-15,14.471428571428572,13.4,28.7,59.285714285714285
2020-12-16,14.528571428571428,14.2,20.2,59.42857142857143
2020-12-17,13.66923076923077,14.1,21.5,57.84615384615385
2020-12-18,17.083333333333332,17.1,30.2,64.16666666666667
2020-12-19,17.757142857142856,19.7,26.8,66.71428571428571
2020-12-20,13.266666666666666,12.1,27.1,55.5
2020-12-21,12.942857142857141,14.3,16.8,57.142857142857146
2020-12-22,16.757142857142856,17.4,23.0,63.714285714285715
2020-12-23,22.364285714285717,23.7,32.5,74.64285714285714
2020-12-24,11.200000000000001,12.1,14.3,53.42857142857143
2020-12-25,17.485714285714288,18.5,23.1,65.42857142857143
2020-12-26,20.316666666666666,19.8,39.5,70.33333333333333
2020-12-27,11.728571428571428,10.8,19.6,53.57142857142857
2020-12-28,5.171428571428572,5.0,10.7,28.0
2020-12-29,8.807142857142857,7.6,17.5,42.92857142857143
2020-12-30,15.87142857142857,17.4,24.2,62.285714285714285
2020-12-31,24.32857142857143,27.2,43.2,78.71428571428571
2021-01-01,41.858333333333334,35.45,103.2,102.58333333333333
2021-01-02,14.633333333333333,13.95,22.2,59.5
2021-01-03,16.683333333333334,18.75,21.5,62.166666666666664
2021-01-04,18.291666666666668,19.25,23.1,67.33333333333333
2021-01-05,21.083333333333332,24.3,26.9,69.66666666666667
2021-01-06,22.400000000000002,25.3,30.3,74.42857142857143
2021-01-07,17.525000000000002,19.85,26.9,65.91666666666667
2021-01-08,21.814285714285713,23.9,28.7,73.0
2021-01-09,23.457142857142856,26.3,33.0,75.85714285714286
2021-01-10,9.985714285714286,7.35,18.7,45.857142857142854
2021-01-11,13.528571428571428,13.9,18.7,58.57142857142857
2021-01-12,13.557142857142855,13.7,18.5,58.57142857142857
2021-01-13,13.308333333333332,13.15,22.8,55.75
2021-01-14,20.057142857142857,22.0,27.9,71.42857142857143
2021-01-15,18.066666666666666,21.55,25.7,66.0
2021-01-16,15.976923076923075,14.1,31.3,59.0
2021-01-17,17.116666666666667,19.7,27.0,63.833333333333336
2021-01-18,14.983333333333333,16.1,21.3,59.833333333333336
2021-01-19,7.581818181818182,7.7,13.0,40.63636363636363
2021-01-20,6.271428571428571,6.5,8.8,34.857142857142854
2021-01-21,9.657142857142857,10.2,12.8,49.285714285714285
2021-01-22,7.314285714285715,7.199999999999999,10.4,39.92857142857143
2021-01-23,6.228571428571429,6.5,8.6,34.57142857142857
2021-01-24,11.1,11.8,15.1,52.0
2021-01-25,4.158333333333333,4.15,6.7,23.0
2021-01-26,6.585714285714286,7.5,9.3,36.714285714285715
2021-01-27,5.985714285714286,6.1,7.7,33.285714285714285
2021-01-28,6.685714285714286,6.449999999999999,9.6,37.07142857142857
2021-01-29,5.885714285714286,6.1,11.1,31.714285714285715
2021-01-30,11.528571428571428,11.8,15.4,54.142857142857146
2021-01-31,8.575000000000001,8.95,13.7,45.166666666666664
2021-02-01,9.714285714285714,9.7,13.1,49.57142857142857
2021-02-02,7.8428571428571425,7.9,10.5,43.0
2021-02-03,9.25,9.7,11.8,48.07142857142857
2021-02-04,11.2,11.7,14.6,53.42857142857143
2021-02-05,14.966666666666667,15.05,18.5,61.833333333333336
2021-02-06,19.11818181818182,20.2,33.5,68.18181818181819
2021-02-07,20.783333333333335,22.45,26.7,72.5
2021-02-08,14.416666666666666,12.9,26.2,60.833333333333336
2021-02-09,14.553846153846154,14.9,20.7,61.23076923076923
2021-02-10,16.383333333333333,16.75,20.3,64.5
2021-02-11,21.383333333333336,23.25,27.0,71.83333333333333
2021-02-12,7.625,7.55,10.2,42.166666666666664
2021-02-13,8.157142857142857,8.8,10.0,44.857142857142854
2021-02-14,3.914285714285714,3.9,5.2,21.714285714285715
2021-02-15,9.328571428571427,9.8,11.5,48.857142857142854
2021-02-16,8.75,8.7,12.1,46.166666666666664
2021-02-17,9.316666666666666,10.0,12.3,47.333333333333336
2021-02-18,8.35,7.65,14.4,42.416666666666664
2021-02-19,11.171428571428573,11.7,15.4,52.57142857142857
2021-02-20,11.057142857142859,11.9,15.4,52.57142857142857
2021-02-21,8.9,8.8,16.2,43.92857142857143
2021-02-22,8.442857142857143,9.4,12.1,44.57142857142857
2021-02-23,10.9,11.0,15.8,52.142857142857146
2021-02-24,10.674999999999999,11.0,13.7,52.416666666666664
2021-02-25,11.914285714285715,12.1,14.5,55.857142857142854
2021-02-26,12.742857142857144,13.3,16.9,57.714285714285715
2021-02-27,12.635714285714286,13.35,19.1,55.785714285714285
2021-02-28,9.457142857142857,9.9,12.9,47.714285714285715
2021-03-01,6.742857142857143,6.7,8.8,37.57142857142857
2021-03-02,8.424999999999999,7.85,13.9,43.416666666666664
2021-03-03,8.971428571428572,9.2,12.2,47.42857142857143
2021-03-04,9.757142857142856,10.0,13.4,49.857142857142854
2021-03-05,10.421428571428573,10.05,18.0,51.714285714285715
2021-03-06,9.799999999999999,10.2,11.7,50.57142857142857
2021-03-07,7.485714285714286,7.5,8.6,41.714285714285715
2021-03-08,7.0249999999999995,6.6,10.6,38.666666666666664
2021-03-09,7.7,7.9,9.9,42.42857142857143
2021-03-10,3.6142857142857143,3.2,5.3,20.142857142857142
2021-03-11,3.3000000000000003,2.75,6.4,18.428571428571427
2021-03-12,7.614285714285714,7.6,12.6,40.42857142857143
2021-03-13,12.414285714285715,13.6,16.2,55.142857142857146
2021-03-14,9.558333333333334,9.8,11.0,50.75
2021-03-15,4.328571428571428,4.1,6.1,24.142857142857142
2021-03-16,5.514285714285714,5.5,7.9,30.714285714285715
2021-03-17,9.535714285714286,9.9,12.9,50.142857142857146
2021-03-18,9.700000000000001,9.1,12.2,51.0
2021-03-19,7.585714285714286,7.6,9.2,42.142857142857146
2021-03-20,6.941666666666666,7.5,8.9,38.583333333333336
2021-03-21,9.357142857142858,10.3,11.3,48.42857142857143
2021-03-22,9.771428571428572,10.2,11.8,50.142857142857146
2021-03-23,8.52142857142857,8.75,11.4,45.642857142857146
2021-03-24,7.614285714285714,8.0,11.9,40.714285714285715
2021-03-25,8.385714285714284,7.8,11.3,44.857142857142854
2021-03-26,7.58,7.65,10.6,41.6
2021-03-27,11.450000000000001,11.85,14.2,53.5
2021-03-28,11.016666666666666,11.25,15.0,51.833333333333336
2021-03-29,11.384615384615385,12.3,14.0,54.38461538461539
2021-03-30,14.033333333333333,14.25,15.5,60.333333333333336
2021-03-31,12.299999999999999,13.35,15.3,54.666666666666664
2021-04-01,9.445454545454545,9.2,12.6,49.36363636363637
2021-04-02,12.033333333333333,12.45,13.4,56.333333333333336
2021-04-03,16.583333333333332,17.6,20.5,64.66666666666667
2021-04-04,13.307692307692308,14.6,15.9,57.61538461538461
2021-04-05,10.733333333333334,11.95,13.0,51.333333333333336
2021-04-06,11.616666666666667,12.45,13.2,54.5
